0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.08,7.4,-71.81913
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.08,7.4,-71.22303
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.08,7.4,-71.229454
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07740671,7.4,-70.82491
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07722666,7.4,-70.79831
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07373046,7.4,-70.27682
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.0750798,7.4,-70.47591
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07426706,7.4,-70.35534
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.0715283,7.4,-69.9695
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07016103,7.4,-69.79102
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.069835395,7.4,-69.751144
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.076489605,7.4,-70.6861
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07544026,7.4,-70.53
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.073827334,7.4,-70.290726
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07430746,7.4,-70.360214
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07539758,7.4,-70.52273
0.0029,0.02,0.0035,5.6E-4,0.021,0.15,1.33,0.07890024,7.4,-71.06157
