0.005,0.02,0.0035,5.0E-4,0.035,0.125,0.74,0.02,-75.30698
0.004777501,0.02,0.0035,5.0E-4,0.035,0.125,0.74,0.02,-72.79481
0.004402493,0.02,0.0035,5.0E-4,0.035,0.125,0.74,0.02,-70.56474
0.0039359503,0.02,0.0035,5.0E-4,0.035,0.125,0.74,0.02,-68.21765
0.0037885695,0.02,0.0035,5.0E-4,0.035,0.125,0.74,0.02,-67.702415
0.003442688,0.02,0.0035,5.0E-4,0.035,0.125,0.74,0.02,-66.57526
